CUSTNAME,CITY,CREDITCARD_TYPE,CUST_ID,ORDER_ID,ORDER_SALESMAN,T_TYPE,PURCHASE_TOUCHPOINT,PURCHASE_STATUS,ORDER_TYPE,GENERATION,Dinosaur Planet,Isle of Man TT 2004 Review,Character,Paula Abduls Get Up & Dance,The Rise and Fall of ECW,Sick,8 Man,What the Do We Know!?,The Rings,Class of Nuke Em High 2,,Fighter,Full Frame Documentary Shorts,My Favorite Brunette,Lord of the Rings The Return of the King Extended Edition Bonus Material,Nature Antarctica,Neil Diamond Greatest Hits Live,Screamers,7 Seconds,Immortal Beloved,By Dawns Early Light,Seeta Aur Geeta,Strange Relations,Chump Change,Clifford Clifford Saves the Day! / Cliffords Fluffiest Friend Cleo,My Bloody Valentine,Inspector Morse 31 Death Is Now My Neighbour,Never Die Alone,Sesame Street Elmos World The Street We Live On
Alvin Lampkin       ,Monteleone D'Orvieto,JCB,12073,7617,SC256 ,Abandoned,Phone,Occasional,LowValue,Baby_Boomers,,,5,,,,,3,,,,,,,,,,,,,,,,,3,,2,3,4
Phyllis Weatherholt ,Monteparano,Diners Club,12077,555,NW310 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,4,3,5,,4,,,,,,,,,,,,,,4,,,2,,,,
Phyllis Weatherholt ,Monteparano,Diners Club,12077,1533,RP319 ,Complete,Phone,Occasional,LowValue,Gen_X,,,4,,,,,,,,,,,,,,,,,,,,,,,,,5,
Phyllis Weatherholt ,Monteparano,Diners Club,12077,2671,WE157 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,5,,,,,,,4,,,,,,,,,,,,,,,,4,
Lydia Frazier       ,Monterotondo,American Express,12081,521,NE304 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,,,,,,,,,,,,,,,4,,,,5,,,,2,
Lydia Frazier       ,Monterotondo,American Express,12081,4820,NE178 ,In-Progress,Desktop,Frequent,MediumValue,Baby_Boomers,,,,,,4,,,,,,,,3,,,,,,4,,,,,,,,5,
Lydia Frazier       ,Monterotondo,American Express,12081,6666,SE400 ,Complete,Phone,Frequent,HighValue,Baby_Boomers,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,
Betty Jenson        ,Montgomery,Discover,12085,2723,NC295 ,Complete,Phone,Occasional,LowValue,Gen_Z,,,,,,3,,,,,,,,,,,,3,,,,,,,,,,,
Betty Jenson        ,Montgomery,Discover,12085,3869,SC124 ,In-Progress,Phone,Occasional,LowValue,Gen_Z,,,,,5,5,,,,,,,,,,,,1,,,,,,,,,,,
Betty Jenson        ,Montgomery,Discover,12085,4194,NW184 ,Cancelled,Desktop,Occasional,HighValue,Gen_Z,,,,,,4,,3,,,,,,,,,,,,,,,,,,,,,
Kathryn Ricker      ,Montiglio,Discover,12089,6023,SC256 ,In-Progress,Phone,Occasional,LowValue,Baby_Boomers,,,,,4,3,,,,,3,,,,,,,,,,,,,,,,,,
Phillip Wing        ,Montpellier,Discover,12093,1811,NW187 ,Abandoned,Phone,FirstTime,LowValue,Gen_Z,,,,,,5,,,,,4,,,,,,,,,,,,,,,,,,
Phillip Wing        ,Montpellier,Discover,12093,2686,WE415 ,Complete,Phone,FirstTime,MediumValue,Gen_Z,,,,,5,4,,,,,4,,,4,,,3,,,5,,,,,,,,1,4
Phillip Wing        ,Montpellier,Discover,12093,3436,NW376 ,Complete,Phone,FirstTime,MediumValue,Gen_Z,,,,,,5,4,,,,,,3,,,,,5,,4,,,,,,,,4,
Phillip Wing        ,Montpellier,Discover,12093,8006,SE334 ,Complete,Desktop,FirstTime,MediumValue,Gen_Z,,,,,3,4,,,,,,,,,,,,,,,,,,5,5,,,5,
Phillip Wing        ,Montpellier,Discover,12093,9045,SC328 ,Cancelled,Desktop,FirstTime,LowValue,Gen_Z,,,,,,3,,4,,,,,,,,,,,,,3,,,,,,,2,2
Phillip Wing        ,Montpellier,Discover,12093,9291,SE208 ,Complete,Phone,FirstTime,HighValue,Gen_Z,,,,,5,5,,,,,,,,,3,,4,,,5,,,,,,,,5,3
Elizabeth Rivers    ,Montreal,VISA,12097,3972,SW346 ,Cancelled,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,,,,,,4,3,,,,,,4,,4,,,,,,,,4,
Elizabeth Rivers    ,Montreal,VISA,12097,7422,NE106 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,,,,,,4,,,,,,,,,,,,,,,,,5,
Elizabeth Rivers    ,Montreal,VISA,12097,7721,SE205 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,
Harold Wolford      ,Montreuil,American Express,12101,699,NW382 ,Abandoned,Phone,Occasional,LowValue,Gen_Z,,,,,4,4,,,,,,4,,,,,,,,,5,,,,,,,4,3
Harold Wolford      ,Montreuil,American Express,12101,721,WE220 ,Complete,Phone,Occasional,HighValue,Gen_Z,,,3,,,3,,,,,,,,,,,,,,,,,,,,,,3,4
Harold Wolford      ,Montreuil,American Express,12101,6073,WE415 ,In-Progress,Phone,Occasional,HighValue,Gen_Z,,,,,,,5,,,,,,,,,,,,,2,,,,4,,,,5,4
Amber Sarmiento     ,Mooneba,VISA,12105,676,SE133 ,Complete,Phone,Frequent,MediumValue,Gen_Y,,,,,,3,,,,,,,,4,,,,,,,,,,5,,,,,
Amber Sarmiento     ,Mooneba,VISA,12105,8542,NC229 ,In-Progress,Phone,Frequent,MediumValue,Gen_Y,,,,,,4,,,,,,,,,,,,,,,,,,,,,,4,
Nancy Ford          ,Morbach,Diners Club,12109,269,WE157 ,Complete,Desktop,Occasional,HighValue,Baby_Boomers,,,,,,3,,,,,,,,,,,,,,,,,,,,,,5,
Nancy Ford          ,Morbach,Diners Club,12109,2733,NW115 ,Complete,Desktop,Occasional,HighValue,Baby_Boomers,,,,,,4,,,,,,,,,,,,3,,,5,,,,,,,,
Nancy Ford          ,Morbach,Diners Club,12109,6958,SW346 ,Complete,Desktop,Occasional,HighValue,Baby_Boomers,,,,,,5,,,,,,,,,,,3,,,5,4,,,,,,,,
Nancy Ford          ,Morbach,Diners Club,12109,7191,RP253 ,Complete,Desktop,Occasional,HighValue,Baby_Boomers,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,
Nancy Ford          ,Morbach,Diners Club,12109,9281,NC298 ,Complete,Desktop,Occasional,HighValue,Baby_Boomers,,,,,,3,,,,,,,,,,,,,,,,,,,,,,5,
Angela Drake        ,Moriscos,Diners Club,12113,752,SE208 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,,,,,,,,,4,,,,,,,,,,,4,,,,
Angela Drake        ,Moriscos,Diners Club,12113,3252,SE268 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,5,,,2,,,,,,,,,,,,,,,,,,,,
Angela Drake        ,Moriscos,Diners Club,12113,4062,NW115 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,5,,,,,,,,,,,,,,,,,4,,,4,,,,
Angela Drake        ,Moriscos,Diners Club,12113,7979,SW217 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,3,,,,,,,,,,,,,,,,,,,,,,4,
Ruth Reed           ,Mornington,JCB,12117,2340,SW145 ,Complete,Phone,Frequent,HighValue,Baby_Boomers,,,,,4,,,,,,,,,,4,,,,,,,,,,,,,,
Judy Morris         ,MOSCOW,VISA,12125,366,WE352 ,Complete,Phone,Frequent,HighValue,Baby_Boomers,,,5,,,3,,,,,,,,,,,,,,,,,,,,,,5,
Judy Morris         ,MOSCOW,VISA,12125,2052,NC364 ,Cancelled,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,
Judy Morris         ,MOSCOW,VISA,12125,6635,NW310 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,4,,,,,,,,,4,,,,,,3,,,,,,,4,,,,,5,
John Thornton       ,Mount Barker Summit,Diners Club,12129,7864,NC160 ,Cancelled,Desktop,Frequent,HighValue,Baby_Boomers,,,,,2,,,,,,,,,,,,,,,,,4,,,3,,,3,
John Thornton       ,Mount Barker Summit,Diners Club,12129,7965,NW376 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,1,,,4,,4,,3,,,,3,,,,3,4,,,,5,,,,,,,,
John Thornton       ,Mount Barker Summit,Diners Club,12129,8473,NW310 ,In-Progress,Desktop,Frequent,MediumValue,Baby_Boomers,5,,,,,2,,5,,4,,,,5,,,,,,4,,,,,2,,,5,
Dennis Serna        ,Mount Kingman,VISA,12133,5919,NE178 ,Complete,Phone,Occasional,HighValue,Gen_Z,,,,,3,,,,,,,,,,,,,,,,,,,,,,,5,
Dennis Serna        ,Mount Kingman,VISA,12133,6611,SW412 ,Complete,Phone,Occasional,MediumValue,Gen_Z,,,,,,4,,,,,,,,,,3,,,,,,,,,,,,4,3
Dennis Serna        ,Mount Kingman,VISA,12133,6786,NW310 ,In-Progress,Desktop,Occasional,MediumValue,Gen_Z,,,5,,,,,,,,,1,,,,,,,,,,,2,,,,,4,
Dennis Serna        ,Mount Kingman,VISA,12133,7034,SW211 ,Complete,Phone,Occasional,LowValue,Gen_Z,,,,,,,,,,,,,,,,,,,,3,,,,,,,,5,
Shirley Deguzman    ,Mount Mellum,American Express,12137,2924,WE157 ,Complete,Desktop,Frequent,HighValue,Gen_Z,,,,,,,,,,,,,,,,3,,,,2,,,,,,,,4,
Rima Kelly          ,Mount Scobie,American Express,12141,3804,SW343 ,Complete,Phone,FirstTime,LowValue,Gen_Z,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,
Sara Cameron        ,Mountain Green,Diners Club,12145,1219,NE103 ,Abandoned,Phone,Occasional,LowValue,Gen_Y,,,,,4,4,,,,,,4,,,,,4,5,,,4,,,,,,,5,
Sara Cameron        ,Mountain Green,Diners Club,12145,5994,SC196 ,Complete,Phone,Occasional,LowValue,Gen_Y,2,,,,,2,,,,,,,,,,,,,,3,,5,,,,,,5,
Sara Cameron        ,Mountain Green,Diners Club,12145,8839,NW316 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,4,,,,,4,3,,4,,,,3,,4,,,,,,,,,
Richard Coger       ,Mozzano,JCB,12149,890,NE106 ,Complete,Desktop,Frequent,MediumValue,Baby_Boomers,3,,5,,,3,,,,4,,,,,,,,2,1,,,,,4,3,,,5,
Richard Coger       ,Mozzano,JCB,12149,2164,SW412 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,5,,,,,,,,,,,,4,,5,,,,,,,,4,
Richard Coger       ,Mozzano,JCB,12149,2943,RP385 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,5,
Richard Coger       ,Mozzano,JCB,12149,3596,NE307 ,In-Progress,Phone,Frequent,HighValue,Baby_Boomers,,,,,,3,,,4,,,,,,,,,,5,,,,,,,,,,
Richard Coger       ,Mozzano,JCB,12149,3853,SW145 ,In-Progress,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,3,,,,,4,4,,,,,4,,,4,4,4,,,,,,,3
Richard Coger       ,Mozzano,JCB,12149,7182,SE268 ,Complete,Desktop,Frequent,MediumValue,Baby_Boomers,,,,,,5,,,,,3,,,,,,,,,,3,,,4,,,,2,
Richard Coger       ,Mozzano,JCB,12149,8846,NC358 ,In-Progress,Desktop,Frequent,HighValue,Baby_Boomers,,,3,,,3,,,,3,,,,,,,,,,3,,,,,,,,5,
Lawrence Tauber     ,Mulazzano,Diners Club,12153,1895,NE307 ,Complete,Phone,FirstTime,MediumValue,Gen_Z,,,,,,4,,,,,,,,,,,,,,4,3,,,,,,,4,2
Lawrence Tauber     ,Mulazzano,Diners Club,12153,8994,NE235 ,Complete,Phone,FirstTime,MediumValue,Gen_Z,,,,,4,,5,,,,,,,,,,,,,3,,,,,,,,5,
Darlene Insley      ,Munchen,JCB,12157,48,NE178 ,Complete,Phone,Occasional,LowValue,Gen_Z,,,,,,4,,,,,,,,,,,,,,3,,,,,,,,3,
Darlene Insley      ,Munchen,JCB,12157,439,NW376 ,Complete,Phone,Occasional,MediumValue,Gen_Z,,3,,,,4,,5,,,3,,,,,4,,,4,,,,,,,,,3,
Darlene Insley      ,Munchen,JCB,12157,2133,NW187 ,Complete,Phone,Occasional,MediumValue,Gen_Z,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,5,
Darlene Insley      ,Munchen,JCB,12157,2306,SE403 ,Complete,Desktop,Occasional,LowValue,Gen_Z,,,,,,4,,,,,,,,4,,,4,4,,,,,,,,,,3,4
Jennifer Harrington ,Mungy,Diners Club,12161,304,RP319 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,,4,,,,,,,,,4,4,,,,,,,,,,,,,
Jennifer Harrington ,Mungy,Diners Club,12161,513,NW244 ,Complete,Phone,Occasional,LowValue,Gen_X,,3,,,,,,,,,,,,,,3,,,,,,,,,,,,5,
Jennifer Harrington ,Mungy,Diners Club,12161,6339,WE355 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,3,,,,,,,,,,,,3,,,,,,,,,,,,
Ricky Mingle        ,Myaree,Discover,12173,1720,WE286 ,Complete,Phone,FirstTime,HighValue,Gen_Z,,,,,,,,,,,3,3,,,,,,,,5,,,,,,,,4,
Ricky Mingle        ,Myaree,Discover,12173,2612,SC322 ,Complete,Phone,FirstTime,LowValue,Gen_Z,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,
Ricky Mingle        ,Myaree,Discover,12173,4146,SW277 ,Abandoned,Desktop,FirstTime,MediumValue,Gen_Z,,,,,3,,,,,,,,,,,,4,,,,,,,,,,,,
Robert Ramirez      ,Nago,JCB,12181,4752,NE307 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,5,,4,,,,,,,4,,,,,,,,4,,,,,1,2
Edna Hughes         ,Napa,Discover,12185,1684,WE421 ,Complete,Desktop,Occasional,LowValue,Gen_Y,,5,,4,,,,,,,,,,,,,3,4,,,3,,,,,,,,
Edna Hughes         ,Napa,Discover,12185,5929,NW379 ,Complete,Phone,Occasional,MediumValue,Gen_Y,,,,,3,,,,,,,,,,,,,,,,,4,,,5,,4,1,
Edna Hughes         ,Napa,Discover,12185,7869,NE238 ,Cancelled,Phone,Occasional,LowValue,Gen_Y,,,,,,,,,,,3,,,,,,,,,4,,,,,,,,5,
Winfred Lemon       ,Narrabarba,Discover,12189,2463,NE241 ,Cancelled,Phone,Occasional,HighValue,Gen_Z,,,,,,4,,,,,,,,,,,,,,,,,,,5,4,,5,
Winfred Lemon       ,Narrabarba,Discover,12189,5722,SE139 ,Complete,Desktop,Occasional,MediumValue,Gen_Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
Frances Spigner     ,Nave,Diners Club,12197,3719,NC169 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,4,,3,3,,,,,3,,,2,,3,3,,,3,3,,,,,4,,,3
Frances Spigner     ,Nave,Diners Club,12197,7841,NE106 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,3,,,,,,3,,,,,3,,,,,,,,,,,5,
Ruben Evans         ,Nevada,Discover,12205,749,WE154 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,3,,,,3,,,,3,,,,,,,,,5,,,,,4,4
Ruben Evans         ,Nevada,Discover,12205,1266,NW382 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruben Evans         ,Nevada,Discover,12205,3164,NE178 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,3,,,,4,,,,,,,,,,4,,,,,4,,,,,,,,
Ruben Evans         ,Nevada,Discover,12205,6051,SC259 ,Complete,Desktop,Frequent,LowValue,Baby_Boomers,,,,,,3,,,,,,,,,,,,,,,,,,,,1,,4,4
Ruben Evans         ,Nevada,Discover,12205,7470,SE271 ,In-Progress,Phone,Frequent,HighValue,Baby_Boomers,,,,,,4,,,,,,,,,,4,5,,,,2,,,,,,,,
Mark Olvera         ,New Albany,JCB,12209,6706,RP385 ,Complete,Phone,Occasional,HighValue,Gen_Z,,,,,4,3,,,,,,,,,,,2,,,3,,3,,,,,,,
Donna Tsan          ,New Castle,VISA,12213,767,NW247 ,Complete,Phone,Occasional,LowValue,Gen_Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,
Donna Tsan          ,New Castle,VISA,12213,9201,SW217 ,Complete,Desktop,Occasional,LowValue,Gen_Z,,,4,,,4,,4,,,,,,4,,,,,,,,,,,,,,4,
Peter Almond        ,New Orleans,Discover,12217,2290,SE205 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,2,,,,,,,,,,,,3,5,,,,,,,,,,,5,
Peter Almond        ,New Orleans,Discover,12217,4963,WE349 ,Cancelled,Desktop,Frequent,MediumValue,Baby_Boomers,,,,,,1,,,,,,,,,,,,,4,4,,,,,,,,2,
Peter Almond        ,New Orleans,Discover,12217,6443,NC358 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,3,,,,,,,,,4,,,,,,,,4,,,,,,
Peter Almond        ,New Orleans,Discover,12217,6985,NW382 ,Complete,Desktop,Frequent,MediumValue,Baby_Boomers,4,,,,,,,,,,,,,,,,,,,5,,,,,,,,4,4
Richard Delgado     ,New Roads,American Express,12221,1739,NW115 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4
Richard Delgado     ,New Roads,American Express,12221,5837,NC232 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
Richard Delgado     ,New Roads,American Express,12221,6724,SW343 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,,3,,,,4,,,,4,,3,,,,,,,,,3,,,4,1
Lou Smith           ,New York,JCB,12225,898,NE301 ,Cancelled,Phone,FirstTime,LowValue,Gen_Z,5,,,,5,4,,,,,4,,,,,,3,,,2,3,,,,,,,5,3
Lou Smith           ,New York,JCB,12225,1667,NC229 ,Complete,Desktop,FirstTime,LowValue,Gen_Z,,,,,,3,,,,,,,,,,,4,,,4,,,,,,,,,
Lou Smith           ,New York,JCB,12225,1703,SW343 ,Cancelled,Phone,FirstTime,LowValue,Gen_Z,,,,,3,,,,,,,1,,,,,,3,,,,,,,,,,3,
Lou Smith           ,New York,JCB,12225,2047,NE370 ,Complete,Phone,FirstTime,LowValue,Gen_Z,,,,,,5,,,,,,,,,,,,,,,,,,,,,,4,
Lou Smith           ,New York,JCB,12225,2998,SC388 ,Abandoned,Phone,FirstTime,MediumValue,Gen_Z,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,
Lou Smith           ,New York,JCB,12225,5499,SC391 ,Abandoned,Desktop,FirstTime,MediumValue,Gen_Z,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,
Dana Hendrickson    ,Newark,Discover,12229,1886,SW412 ,Complete,Phone,Occasional,LowValue,Gen_X,,2,5,3,4,4,,3,,,4,4,4,5,,4,3,3,,4,3,,,3,4,,4,4,
Dana Hendrickson    ,Newark,Discover,12229,2178,SW274 ,In-Progress,Phone,Occasional,LowValue,Gen_X,,,,,4,3,,,,,4,4,,,,,,4,,,,,,,3,,,,
Dana Hendrickson    ,Newark,Discover,12229,2674,NC160 ,In-Progress,Phone,Occasional,LowValue,Gen_X,,,,,4,,,,,,4,,,,,,2,,,,,,,,,,,5,
Dana Hendrickson    ,Newark,Discover,12229,5374,SC262 ,Complete,Phone,Occasional,LowValue,Gen_X,,4,,,,5,,,,,,,,,,,,,,,,,,,,,,5,
Rubye Dittmar       ,Newark,Master Card,12233,6110,SW274 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,1,,,4,3,,4,,,,,,,,,,3,,,,,,,,,4,3,
Betty Galvan        ,NEWBOLD,American Express,12237,1276,NC166 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,5,,3,,,,,,,,,,,,,,,,,,,,,,,,
Betty Galvan        ,NEWBOLD,American Express,12237,2351,WE151 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,,,,,,,,,,,,3,,,4,,,,,3,4,,5,
Betty Galvan        ,NEWBOLD,American Express,12237,4384,NC292 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,3,2,,,,,,,,,,,3,,,,,,,,,,,,
Charles Kimbrel     ,Newport Beach,JCB,12241,2673,NW250 ,In-Progress,Phone,Occasional,LowValue,Gen_X,,,,,,4,,,,,,,,,,,3,,,,3,,,,,,,,
Charles Kimbrel     ,Newport Beach,JCB,12241,3739,NW181 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,4,3,,,,,,,,,,,,,,4,,,,,,,,4,3
Charles Kimbrel     ,Newport Beach,JCB,12241,6584,NC292 ,In-Progress,Phone,Occasional,LowValue,Gen_X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles Kimbrel     ,Newport Beach,JCB,12241,8366,NW187 ,Complete,Phone,Occasional,LowValue,Gen_X,,,5,,,,,,,,,,1,,,,1,,,4,,,,,,,,4,
Wendy Reed          ,Niederalben,Diners Club,12245,3503,WE157 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,4,,,,,,,,,,2,,,4,5,3,,,,3,,,,3
Wendy Reed          ,Niederalben,Diners Club,12245,4958,WE289 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,3,4,,,,,,,,,,,4,,,,,,,,,,,2,
Warren Felix        ,Nockamixon (twp),Diners Club,12249,3156,WE226 ,Complete,Phone,Frequent,MediumValue,Gen_Y,,,,,4,,,,,,,3,,,,,,,,,,,,,,,,,
Warren Felix        ,Nockamixon (twp),Diners Club,12249,4087,SW142 ,Cancelled,Phone,Frequent,MediumValue,Gen_Y,,,,2,3,2,,,,,3,,,,,,,,,,,,,,,,,3,
Warren Felix        ,Nockamixon (twp),Diners Club,12249,4547,WE154 ,In-Progress,Phone,Frequent,LowValue,Gen_Y,,,,,,2,,,,,,,,5,,,,,,,,,,,,,,5,
Warren Felix        ,Nockamixon (twp),Diners Club,12249,7403,NC169 ,Complete,Phone,Frequent,MediumValue,Gen_Y,,,,,4,4,,,,,4,,,,,,,5,,4,,,,,,,,,
Paul Edwards        ,Norfolk,JCB,12253,2520,RP319 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,4,,,,,,,,,,,4,,,,,,,,,,,4,
Paul Edwards        ,Norfolk,JCB,12253,3531,SC196 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,,,,,,,,,,4,,,,,,,,,,,,,3,
Paul Edwards        ,Norfolk,JCB,12253,3732,WE352 ,In-Progress,Phone,Occasional,LowValue,Baby_Boomers,,,,,,5,,,,,,,,,,,,,,,4,,,,,,,,
Paul Edwards        ,Norfolk,JCB,12253,3943,NW379 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,3,2,,,,,2,,,,,,,,,,,,,,,,,,
Paul Edwards        ,Norfolk,JCB,12253,7649,NW316 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,3,4,,,,,,,,,,,,3,,5,,,,,,,,3,
Paul Edwards        ,Norfolk,JCB,12253,8100,NC298 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,4,2,,,,,,,,,,,4,,,,,,,,,,,,
Esmeralda Gillis    ,Norman,VISA,12257,6459,SE265 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,4,,,3,,,,4,,,3,3,,,,,,,,,,,,3
Esmeralda Gillis    ,Norman,VISA,12257,9299,WE352 ,Complete,Phone,Occasional,LowValue,Gen_Y,,,,,,3,,,,,,,,,,,,,,,,,,,,,,3,
Susan Place         ,North Branch,Diners Club,12261,1608,NE109 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,5,,,,,3,,,,,,,,,,,,,,,,5,5,
Susan Place         ,North Branch,Diners Club,12261,2236,NE175 ,Cancelled,Phone,Occasional,LowValue,Baby_Boomers,,,,,,,,,,,,,,,,,,,,3,,,,,,,,4,
Susan Place         ,North Branch,Diners Club,12261,5307,NC292 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,4,4
Susan Place         ,North Branch,Diners Club,12261,8931,NW247 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,5,
Aline Goodwin       ,Norval,Diners Club,12269,7834,NE304 ,Complete,Phone,FirstTime,HighValue,Gen_Z,,,,,,,,,,,,,,,,2,,,,,,,,,,,,5,
Roxanne Dowd        ,Novate Milanese,American Express,12273,3788,WE226 ,Complete,Phone,Occasional,LowValue,Baby_Boomers,,,,,,4,,,4,,4,,2,,,,,,,,,,,,,,,,
Roxanne Dowd        ,Novate Milanese,American Express,12273,9237,NW250 ,Cancelled,Phone,Occasional,LowValue,Baby_Boomers,,,,,,,,,,,,,,,,,,,,3,,,,,,,,4,
Guillermo Freeborn  ,Nymboida,VISA,12277,2874,SW148 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,3,,,,,2,2,,,,,,,,4,3,,,,,,,,
Guillermo Freeborn  ,Nymboida,VISA,12277,2881,NE301 ,In-Progress,Desktop,Frequent,HighValue,Baby_Boomers,,,,3,3,3,,,,,,,,,,,3,5,,,3,,,,,,,3,
Guillermo Freeborn  ,Nymboida,VISA,12277,3525,WE286 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,4,,,,,,,,,,3,,,,,3,,,,,,,,3,
Guillermo Freeborn  ,Nymboida,VISA,12277,3816,SE271 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,4,,,,,,,,,,,,,5,,,,,,,,,,
Guillermo Freeborn  ,Nymboida,VISA,12277,3833,NE238 ,Cancelled,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillermo Freeborn  ,Nymboida,VISA,12277,5254,SW211 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillermo Freeborn  ,Nymboida,VISA,12277,8197,SE334 ,Complete,Desktop,Frequent,HighValue,Baby_Boomers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christopher Turpin  ,Oakdowns,American Express,12281,2197,WE283 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,,2,,,,,,,,,,,,,,,,,5,,,,3,5,
Christopher Turpin  ,Oakdowns,American Express,12281,2745,NC160 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,
Christopher Turpin  ,Oakdowns,American Express,12281,3615,SW340 ,Complete,Phone,Occasional,LowValue,Gen_X,,,,,,,,,,,3,,,,,,,,,,,,,,,,,5,
Gertrude Mccormick  ,Oakville,JCB,12289,470,WE223 ,Complete,Desktop,Occasional,HighValue,Gen_Y,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,
Gertrude Mccormick  ,Oakville,JCB,12289,2715,RP253 ,Complete,Desktop,Occasional,LowValue,Gen_Y,,,,,2,3,,2,,,,,,4,,,,,,4,3,,,,3,,,,
Gertrude Mccormick  ,Oakville,JCB,12289,3052,WE286 ,Complete,Phone,Occasional,HighValue,Gen_Y,,3,,,4,,,,,,,,,,,3,,,,,,3,,,,,,,
Gertrude Mccormick  ,Oakville,JCB,12289,8804,NW244 ,Complete,Phone,Occasional,HighValue,Gen_Y,,,,,,4,,,,,,,,,,,,5,,,,,,,,,,,
Edna Silvia         ,OFFERTON,VISA,12297,4031,SE136 ,Abandoned,Phone,Occasional,LowValue,Gen_Y,,,3,,,,,3,,,,,,4,3,,,,,,2,,,,4,,,4,
